Epoch,Train_OA,Train_mIoU,Train_Loss,Valid_OA,Valid_mIoU,Valid_Loss,Test_OA,Test_mIoU,Test_Loss
0,50.05782571609275,27.331019249232398,0.4080531418323517,10.48265065859089,5.241325329295445,0.6181636452674866,5.7402,2.8701,0.6612062752246857
1,51.21693563768715,27.984879358602043,0.401880156993866,10.482471310750878,5.241235655375439,0.5332515835762024,0,0,0
2,52.87538690016563,29.745933168387662,0.37237354516983034,10.489798951071347,5.244899475535673,0.5462886095046997,5.7528,2.8764000000000003,0.7873935699462891
3,51.68297933758788,28.893366169160007,0.3734773814678192,10.481958888350846,5.240979444175423,0.5733063817024231,0,0,0
4,52.838911532852315,29.178124615982025,0.3974906444549561,10.474323794590356,5.237161897295178,0.5484462380409241,0,0,0
5,48.486912595746986,27.215553938998383,0.35923627614974973,10.47955050307069,5.239775251535345,0.5268309712409973,0,0,0
6,48.75744394377753,27.31303769174471,0.3555241942405701,10.477372707870552,5.238686353935276,0.5124256014823914,0,0,0
7,47.32983669294569,26.55847611354633,0.3758698642253876,10.604043525158659,5.314309311875476,0.48945939540863037,5.972871428571429,2.999583543242764,0.6425085663795471
8,46.46341317256595,26.00114715854159,0.37042165398597715,36.50689336233644,21.27974386019698,0.5195956230163574,73.23838571428571,40.18795793208431,0.6683700084686279
9,52.636708149464084,29.80320373296029,0.3365048110485077,76.58408979690138,45.97646464331973,0.6979820132255554,83.29087142857144,46.02296191188585,0.7258985340595245
10,44.20730966087017,24.77697279311534,0.38167269229888917,86.38619226600872,51.224381265825926,0.8522536754608154,77.44848571428571,42.56782002941154,0.751206636428833
11,45.44551346475925,25.63245133977194,0.35286943316459657,85.95970310246142,51.07114677755583,0.7609143257141113,0,0,0
12,45.20576634055022,25.46004255814835,0.3598392248153687,65.61671316899947,40.340948178781424,0.6097637414932251,0,0,0
13,46.424896937911406,25.909716716252678,0.351750510931015,66.45134677417289,40.98635203093953,0.6136782765388489,0,0,0
14,50.50863139641554,28.501520651849336,0.36315007209777833,33.32856780501303,19.331339433370776,0.49511852860450745,0,0,0
15,54.076786606431405,30.63888860741889,0.3712113320827484,67.09118300397384,39.054286055336696,0.6701477766036987,0,0,0
16,43.68773086027695,24.408833218754893,0.37826153039932253,85.63403304612058,45.654194629974185,1.3549940586090088,0,0,0
17,42.00228946963816,23.17443580641867,0.3690995991230011,72.78545130321827,41.44353874891427,1.008063793182373,0,0,0
18,51.669734245514285,29.219083160365393,0.35030301213264464,45.38781408290482,26.931478423031262,0.583203136920929,0,0,0
19,57.902139041278595,32.81043453602208,0.34554696679115293,50.7062461728452,30.387602011880745,0.5539899468421936,0,0,0
20,54.68772503901104,30.69831834089057,0.387400484085083,71.23711577927918,41.9698797856663,0.7076437473297119,0,0,0
21,57.40861211775257,32.67432743506329,0.3403861582279205,73.77839780888182,42.1134765673133,1.08311927318573,0,0,0
22,56.191467599347604,31.764435400806303,0.34572371244430544,82.55716712400366,45.52604168908185,1.4606562852859497,0,0,0
23,49.792300656741524,27.928018808036143,0.35798988342285154,78.63354880695255,44.433188917889794,1.0633116960525513,0,0,0
24,54.60724090144699,31.230599800416385,0.3330653965473175,76.27046166696131,43.13037599119148,0.8762570023536682,0,0,0
25,50.93977489507168,28.874390445745945,0.34487478733062743,75.89447173093724,43.07803499765397,0.8642993569374084,0,0,0
26,52.84352745428851,29.97712958407486,0.3405438959598541,75.72575665572644,43.371484688998216,0.793631911277771,0,0,0
27,53.21748557610158,30.27712804661542,0.33335363268852236,76.56753855338032,46.09628099869394,0.7453135251998901,0,0,0
28,48.985706052781076,27.7518908379577,0.34835591316223147,77.28664652846635,46.645524868680674,0.7383967638015747,0,0,0
29,55.47267138234862,31.619794473579876,0.3347302496433258,77.3141379902281,44.44438345288278,0.7946789264678955,0,0,0
30,54.08927150966313,30.133781323266245,0.3752971112728119,73.83973477016575,42.37552286983987,0.831884503364563,0,0,0
31,57.04909758393495,32.68989512616814,0.32195348739624025,68.51433373558491,37.22985620505273,0.9346208572387695,0,0,0
32,54.59259870555592,30.88775696788201,0.34425218105316163,63.78357327512215,37.9136980163788,0.7905611991882324,0,0,0
33,56.10935350732983,31.682889554467675,0.35065916180610657,62.540974576162625,38.41285715032506,0.555265486240387,0,0,0
34,52.43143661651589,29.588780279387546,0.33854135274887087,65.97953384934269,40.79649900561463,0.5495433211326599,0,0,0
35,60.6480849576092,34.57602247340886,0.33264234066009524,85.6263979523601,46.35943463003573,1.2338323593139648,0,0,0
36,52.76726887091754,29.972611683098034,0.3445920169353485,79.95167856767691,43.9543428246113,1.3435313701629639,0,0,0
37,55.35729389208811,31.430183102083216,0.33434287905693055,69.24084621435141,38.64864264841036,1.0766233205795288,0,0,0
38,50.3598809311423,28.44325626100419,0.3478499293327332,65.35914404962298,36.71808275234122,0.8468098044395447,0,0,0
39,50.17325114619013,28.526076347206313,0.3459686040878296,69.12150303738377,37.77870333873699,0.9623892903327942,0,0,0
40,52.445311775016975,29.914396390982134,0.31948973536491393,65.60682341667884,35.49232846857789,1.1338591575622559,0,0,0
41,52.395365313541944,29.74856392438925,0.32422680854797364,59.30072277179524,32.47657013425051,1.0133153200149536,0,0,0
42,54.807841724574,31.1127552663426,0.3521374762058258,76.75698111467244,43.27644091798643,0.8827365040779114,0,0,0
43,57.0725538612628,32.690275508020164,0.3190567195415497,67.00294386668818,37.55146155545282,0.7716793417930603,0,0,0
44,56.67602977337812,32.39643098207053,0.3235864818096161,64.17721616282734,35.80594745507207,0.7215455770492554,0,0,0
45,56.31747403629799,32.275044085640275,0.3278169810771942,73.51055462038468,44.57293976807705,0.6725721955299377,0,0,0
46,52.005682925234055,29.638334409991536,0.33746805787086487,73.33425569365339,44.284985325926215,0.6911213397979736,0,0,0
47,59.07087802153663,33.89133623436621,0.3245784878730774,72.25842486478454,43.69164905737819,0.6570616960525513,0,0,0
48,53.94573963806108,30.710789394160187,0.3470850050449371,66.43656338793194,40.91336453459114,0.5665256381034851,0,0,0
49,53.09919745288798,30.28752306604613,0.3199488401412964,64.04485745689887,39.4572187384812,0.540577232837677,0,0,0
50,58.86090153602662,33.74182941209025,0.32452759742736814,66.4797093540147,40.93291752275968,0.5762903094291687,0,0,0
51,55.81715335303204,32.02832833261321,0.3205713927745819,67.62446099568797,41.42146912518082,0.5843943953514099,0,0,0
52,57.70175052314347,33.16587493951584,0.3295829653739929,71.03821902470645,43.44645563284879,0.6168317198753357,0,0,0
53,53.01340569052712,30.267921295953276,0.31511905789375305,74.406217733402,45.69734445947798,0.6642490029335022,0,0,0
54,56.11012054471982,32.062358996971305,0.32397471070289613,76.89664183980139,46.9560020365272,0.6988784074783325,0,0,0
55,56.21253373337986,32.28443143515705,0.3120165437459946,75.7890408221305,45.51185802865544,0.7343695163726807,0,0,0
56,59.76542352962528,34.59491412930956,0.31450854539871215,72.28317486670612,44.15785926167404,0.6484903693199158,0,0,0
57,55.57780344461425,31.743588755944863,0.3226028859615326,75.56652139491625,45.7375584030645,0.6997012495994568,0,0,0
58,59.84453795756434,34.61433448199702,0.30880839228630064,73.06308175955604,44.61884679824778,0.6671632528305054,0,0,0
59,60.09609197874074,34.48765886412199,0.34079710841178895,72.87866093778423,44.35326482744658,0.6721440553665161,0,0,0
60,53.81827446036009,30.810668633558848,0.31982197165489196,73.63187062359243,44.7217913159153,0.686954915523529,0,0,0
61,55.56153129426944,31.71681301113154,0.3327735126018524,72.54658560144298,44.04133040875859,0.6814330816268921,0,0,0
62,57.746690695939186,33.18808305941842,0.32558815479278563,81.67434019210715,45.40513959743193,1.0234988927841187,0,0,0
63,52.735745003898536,30.25195697026718,0.3101004481315613,76.2576767280805,45.858495302523984,0.8081390857696533,0,0,0
64,53.275691386615264,30.609220420762195,0.2997078776359558,66.95595473260518,41.27918172300298,0.5425325036048889,0,0,0
65,64.24379872527973,36.95160987228588,0.3384495139122009,75.88965496037694,45.940889071392476,0.7405313849449158,0,0,0
66,59.85600927567358,34.19041756761155,0.33536306619644163,89.04417849721882,46.64209832177996,1.248224139213562,0,0,0
67,59.99783585879253,34.656152241642864,0.2975841283798218,80.13894333376889,47.015938676880396,0.84072345495224,0,0,0
68,63.3900176247386,36.75681537742077,0.33489973843097687,81.7953487418749,47.53248660789189,0.8555360436439514,0,0,0
69,63.130642561603544,36.27286622100941,0.3334410488605499,86.19039566695619,46.957288342604556,1.0736017227172852,0,0,0
70,58.92131942758465,33.842687895759944,0.32329158782958983,75.98573416038309,44.74217276078196,0.7497536540031433,0,0,0
71,63.27917387333679,36.36812479803858,0.33023484945297243,67.468735828318,41.19287952682196,0.6012313961982727,0,0,0
72,62.719941979100284,36.31087033880199,0.3258547246456146,71.75120355211207,44.03346720679866,0.6426640748977661,0,0,0
73,62.12722068453293,35.96904420282472,0.3015870273113251,76.74078856683141,47.245763606695434,0.7479440569877625,0,0,0
74,64.74005137095949,37.57251362364996,0.33043254613876344,80.11516693440737,47.45750419703165,0.8521244525909424,0,0,0
75,59.097210689076945,33.88537899878183,0.3262421786785126,78.8468702520862,48.70534177350061,0.7243046760559082,0,0,0
76,57.279249892220975,32.868637580037976,0.3296765983104706,70.22144334017418,42.946098185378226,0.6063452959060669,0,0,0
77,53.19988480742054,30.325051980729462,0.33180824518203733,72.97635426835049,44.961585006217575,0.6422237157821655,0,0,0
78,57.984506529577,33.321610658471336,0.31539770364761355,73.29982090837119,44.80123465905835,0.6772184371948242,0,0,0
79,58.38286602835915,33.36023704855069,0.34537872672080994,75.71222870436559,45.43828567316271,0.6910837888717651,0,0,0
80,54.73068598139866,31.045085773004434,0.3351634323596954,67.72235929521423,40.813893781464685,0.6261565685272217,0,0,0
81,57.53225580559985,32.94280273043732,0.32454354166984556,51.00844728326454,30.412721828220363,0.518491268157959,0,0,0
82,58.63776214102051,33.73743973366171,0.3158510744571686,54.8421867113499,33.08157208222183,0.5204651951789856,0,0,0
83,59.31486439703499,34.072560757233056,0.34734031558036804,56.75272800875217,34.57617665139271,0.4942018389701843,0,0,0
84,62.646374875142406,36.42343345281397,0.3195885956287384,60.08375544128536,36.90285936993287,0.49893754720687866,0,0,0
85,58.89041877844502,33.99875530628304,0.3150567591190338,63.63294671063251,39.233665395630155,0.5473262071609497,0,0,0
86,64.37509224138256,37.28421841361589,0.31507863104343414,70.31383309890009,43.76672141939702,0.554631233215332,0,0,0
87,67.15226753716279,39.23605346334414,0.30804433226585387,70.23263976961489,43.549296691899215,0.5758426785469055,0,0,0
88,62.81040445128234,36.41346646252704,0.31596569120883944,72.08210031693325,44.72384330019479,0.6079566478729248,0,0,0
89,63.249142989809016,36.86378234321574,0.29428682923316957,67.97864735859064,42.15554296877869,0.5773601531982422,0,0,0
90,61.59425297235549,35.565168129002544,0.3208104223012924,71.86365464779928,44.6515596234145,0.6215916872024536,0,0,0
91,63.56414196081466,36.99995754733015,0.3224017798900604,73.36295134805523,45.058658991275635,0.666210949420929,0,0,0
92,59.87942446171268,34.57487410192685,0.30794255435466766,64.640522875817,39.056405133743894,0.6348850727081299,0,0,0
93,60.79273314255561,35.341259295453234,0.31443101465702056,67.27386158958552,40.96528927979456,0.6061797738075256,0,0,0
94,58.97846371313897,34.09887040660165,0.3321785628795624,61.24890149447993,37.295288004347725,0.5361135601997375,0,0,0
95,63.0521102602551,36.89561404117662,0.3123693585395813,59.11981204346367,36.362732716268354,0.5097182393074036,0,0,0
96,63.14329867853839,36.44455931920502,0.3116893947124481,59.76684780798508,36.64672622781347,0.521708607673645,0,0,0
97,64.36812726793951,37.7267260779937,0.29450623691082,58.2796955186099,35.179219623112246,0.5875405669212341,0,0,0
98,56.56838429395064,32.70910325330305,0.30126688480377195,64.02000497049728,39.064250420955226,0.5691319704055786,0,0,0
99,64.68907077871759,38.05372414212779,0.2860460728406906,66.90599354860198,41.0503994766995,0.5758339762687683,0,0,0
100,59.06822078486416,34.25507330095778,0.30379226207733157,66.49116199465543,40.73270285795508,0.5789195895195007,0,0,0
101,61.21057676075316,35.664847965538094,0.2943634897470474,67.22538643054243,41.08888029458092,0.5949506163597107,0,0,0
102,64.58921209850814,37.67487863417139,0.29761967360973357,67.8984532529855,41.612730401609596,0.577517569065094,0,0,0
103,61.49195620901358,35.7510145586936,0.3151084899902344,68.7000356133568,42.094581651812064,0.591134250164032,0,0,0
104,63.8183737643079,37.095501500620365,0.30944979190826416,68.93475069369183,42.120081221916955,0.5917044281959534,0,0,0
105,64.60073820500239,37.90210410731161,0.28563224971294404,67.65290043888979,41.18975345799975,0.5962018370628357,0,0,0
106,64.62221525192213,37.74479769550943,0.2891747534275055,70.109274076807,42.979120485247016,0.6116853952407837,0,0,0
107,64.56239318405096,37.88747082369896,0.2980760961771011,67.37701221871212,41.22362146519617,0.6028253436088562,0,0,0
108,64.60291604330611,37.58403495869695,0.30422529578208923,68.16962718708285,41.82382182332749,0.6129990816116333,0,0,0
109,63.48120604302189,36.79948584862355,0.3009389013051987,66.44204630761229,40.4860770867319,0.6105379462242126,0,0,0
110,63.7320752093858,37.29703842657553,0.3004343628883362,61.38507774728865,37.092112725199065,0.6030391454696655,0,0,0
111,63.37992286480247,37.13514747657077,0.2938184827566147,61.30219342408334,37.245265106643174,0.5712933540344238,0,0,0
112,62.60824215918286,36.50075105368919,0.29622451066970823,63.03377119827416,38.396286552870684,0.5740475058555603,0,0,0
113,64.612230068756,37.850066329104564,0.3024791181087494,63.648319382633495,38.68145850839769,0.5780849456787109,0,0,0
114,68.12145352215694,40.36941785586295,0.2973012626171112,66.6734562634671,40.79124352886657,0.6028260588645935,0,0,0
115,65.36801529417767,38.379788896382244,0.27644402384757993,66.42864646185143,40.65827475463138,0.610642671585083,0,0,0
116,66.94916014542207,39.49243882266345,0.28915717601776125,65.90592437157798,40.48633740149777,0.59122234582901,0,0,0
117,64.0584153760863,37.72656936400855,0.29914591312408445,66.02780403942577,40.45115354526334,0.6085606217384338,0,0,0
118,63.41656259727078,36.93856606721375,0.28993752002716067,67.57111782384455,41.219873640595786,0.621367871761322,0,0,0
119,64.75076934877498,37.93643405859264,0.2940215080976486,68.88809463416884,42.15872665693361,0.6432101130485535,0,0,0
120,60.533433413449934,35.213557610790915,0.2974566280841827,69.23879652475128,42.14440114256057,0.6463623046875,0,0,0
121,65.3502433117935,38.3185679439033,0.3000954478979111,67.72289733873427,41.310555728787364,0.6249836683273315,0,0,0
122,61.13511945751281,35.381557838450064,0.32369612753391264,67.72609997873447,41.319442705037716,0.6293942928314209,0,0,0
123,57.969939667715295,33.54627653922217,0.30194571018218996,71.33488597320543,43.51186137757138,0.6646624803543091,0,0,0
124,63.843199751260734,37.563128178131144,0.2750654757022858,69.91639828543465,42.72475963249177,0.6331606507301331,0,0,0
125,64.54649770385302,37.82199748398948,0.2862256199121475,70.95874231046136,43.449286740294276,0.6406212449073792,0,0,0
126,63.497224797086076,37.09299684632116,0.30089525878429413,65.76780091364914,40.04046178643015,0.6290796399116516,0,0,0
127,66.20388744137215,39.1138671314096,0.286628520488739,71.2577664020005,43.469901137311155,0.6779324412345886,0,0,0
128,60.01128640730987,34.91907371864828,0.2811530023813248,78.81983997048447,45.536634379648426,0.8239837288856506,0,0,0
129,65.07475361492052,37.97742055087282,0.29998243451118467,77.58305726576532,46.200456103863694,0.8049176335334778,0,0,0
130,67.08705566191732,39.388164823451845,0.3174021035432816,72.30905219790777,44.53997943176971,0.6179133057594299,0,0,0
131,65.45911468133535,38.176653860634126,0.33173221051692964,79.54991378493119,48.58680127560575,0.7887293100357056,0,0,0
132,63.43973123557738,36.54348520070519,0.31860455870628357,81.59337745290198,48.39921133226996,0.8552494645118713,0,0,0
133,64.97314855493923,37.881998354769706,0.3169693946838379,88.37733760693615,48.23411038665644,1.0982028245925903,0,0,0
134,69.81042191508006,41.35536284211997,0.3005281567573547,82.34294893966995,48.001339305155554,1.001291275024414,0,0,0
135,65.37978794840441,37.981408009157406,0.3034342646598816,69.20823052858933,40.23436804443388,0.8577338457107544,0,0,0
136,59.00820010909737,34.336004226917325,0.290412101149559,79.35521889403873,46.989199581238935,0.778417706489563,0,0,0
137,64.14474132520091,37.54256735732555,0.3156961530447006,75.60518366499873,44.15839982201839,0.7834339737892151,0,0,0
138,63.34536509096413,36.95199046278071,0.3094817459583282,76.05959984934782,43.18765712813935,0.8127744793891907,0,0,0
139,58.90902628370042,33.87958732506987,0.30443938374519347,71.48715228937517,40.95939480032882,0.8269237279891968,0,0,0
140,61.413951245870756,35.770212590288644,0.3123356580734253,63.35178053973451,36.8678344647848,0.7435689568519592,0,0,0
141,60.05015191791878,34.89208155740525,0.27930600941181183,61.0906142151098,36.58675101583418,0.6149782538414001,0,0,0
142,62.097710290662654,36.18331705868867,0.32226943373680117,62.691831730732275,37.68487646130404,0.6525939702987671,0,0,0
143,64.64091863685128,37.79972916574325,0.28274873495101926,59.647274040937425,35.459783084904004,0.6831031441688538,0,0,0
144,61.67104574248021,35.928247719391486,0.29960154592990873,54.250261975952014,32.303639809839595,0.5854652523994446,0,0,0
145,60.50455308600715,35.294757027822136,0.30123995542526244,55.14090334944902,32.84923369594037,0.5938437581062317,0,0,0
146,59.97845446759901,34.77227884112967,0.31075759828090666,58.69265673079633,35.17609351681864,0.6028720140457153,0,0,0
147,64.28650627138673,37.76813960279581,0.3054138422012329,66.87360845291991,40.94406192665458,0.5924082398414612,0,0,0
148,62.61448803507278,36.35174105662906,0.3133453369140625,67.43150834095562,41.28533712318666,0.5936803221702576,0,0,0
149,64.65631417303611,38.161945922620546,0.2969160467386246,66.78690658283436,40.600476430754604,0.6599122881889343,0,0,0
150,65.72679703334592,38.70070086158934,0.2897513180971146,61.0328129683861,36.793005566329725,0.6434240341186523,0,0,0
151,66.69040145161826,39.00548595586037,0.30185173749923705,66.7671014570731,40.630279358146126,0.6352421641349792,0,0,0
152,65.98448050509413,38.66588511338432,0.2953039467334747,64.70111682462087,39.25526950506351,0.5957080125808716,0,0,0
153,65.21581316064947,38.35645928945485,0.3106462597846985,59.656292675178,36.01736853958639,0.5444413423538208,0,0,0
154,65.3175072517564,38.31135186680237,0.30924383401870725,65.6939096035644,39.97149132952685,0.6081078052520752,0,0,0
155,65.37369958912136,38.35086611704646,0.2997188478708267,61.43339917961174,37.45025540797784,0.6899364590644836,0,0,0
156,67.08335059738174,39.54905086717971,0.3053882569074631,74.97605706335847,46.493945416012174,0.7971649765968323,0,0,0
157,63.45305851022848,37.03410638075727,0.29684115052223203,79.77081908158533,49.679593681462045,0.8575786352157593,0,0,0
158,66.42219176140206,39.04919309462237,0.29334200322628023,79.95213974783694,49.931322896255715,0.7888527512550354,0,0,0
159,68.08833394342483,40.38723713601116,0.28989553153514863,72.52383404688153,44.30050523476812,0.8071122169494629,0,0,0
160,67.27049402344326,39.79862502172685,0.29782660901546476,71.91833011788277,44.21469455402074,0.8216837644577026,0,0,0
161,64.98429114273847,37.84039623391753,0.31396819055080416,72.54007783696257,44.47708672454374,0.8516974449157715,0,0,0
162,62.875917662645314,36.53565075570623,0.3002813756465912,72.84340627666198,44.54902261277286,0.8349968791007996,0,0,0
163,64.81111190630364,38.35962300122232,0.2684461444616318,72.87840472658422,44.65513476493298,0.7770525217056274,0,0,0
164,60.61305463395024,35.426801100095304,0.286247980594635,61.03619495622632,37.13814150938466,0.6399497985839844,0,0,0
165,65.97304342972551,38.87247650335789,0.29074759483337403,51.39171361736907,30.795499001862254,0.5447922945022583,0,0,0
166,65.91372130586745,38.925987444919066,0.2906397581100464,43.02987678803391,25.40589090313477,0.5249248743057251,0,0,0
167,68.00137792788273,40.08268589290288,0.28488426804542544,47.43824669551605,28.276230984666604,0.5262954235076904,0,0,0
168,71.05230338931223,42.08249051397485,0.28923809826374053,56.97355644204631,34.84361039357823,0.5007928609848022,0,0,0
169,67.28038332693565,39.90695809729866,0.287860569357872,59.99249301183952,36.63836616772943,0.5686729550361633,0,0,0
170,66.28473455198682,39.21921981672499,0.2740937829017639,68.00562639795235,41.21532519204205,0.6937114000320435,0,0,0
171,62.86446689018045,37.08620520695389,0.2815092772245407,75.54192511971468,46.348756960843225,0.7796562314033508,0,0,0
172,65.58114211182514,38.70950577492797,0.2853584706783295,73.31334885973206,44.91820227768613,0.7083802819252014,0,0,0
173,65.2324208898524,38.334604405013614,0.28822985887527464,59.100852414662455,35.58147256892993,0.6221132874488831,0,0,0
174,64.57328237556959,38.253782622069025,0.2734877377748489,56.231005142158786,33.62205334771138,0.634019672870636,0,0,0
175,66.02266116089055,39.247635068388966,0.265092670917511,58.728680025518635,35.286426736126764,0.6426031589508057,0,0,0
176,69.25529914971851,41.00313584965014,0.2999461889266968,62.553733893923436,37.67484629751833,0.7060156464576721,0,0,0
177,67.12730457924746,39.81136934463705,0.28398812711238863,65.29803767841908,39.44297843907146,0.7626509666442871,0,0,0
178,66.06021175025947,38.71922932329737,0.293311208486557,73.48618893526312,44.71377209261361,0.7422474026679993,0,0,0
179,66.95575529726636,39.59938166081026,0.279890251159668,70.96965690758206,43.219486542933474,0.6935967803001404,0,0,0
180,68.61085077116364,40.82616327186349,0.2752994418144226,66.07609985062886,39.95085610534861,0.6618267297744751,0,0,0
181,64.58419211273258,38.07268041231225,0.28982560634613036,61.253103358160196,37.10516859851561,0.609373927116394,0,0,0
182,66.0447203344009,39.135115662201834,0.2745873272418976,70.95863982598135,43.14115162664669,0.6844797730445862,0,0,0
183,68.48322122830766,40.845849023643325,0.2686024963855743,69.48683458748715,42.14265576449042,0.7120487093925476,0,0,0
184,64.83668438500209,38.4653878007208,0.27451149821281434,69.24138425787145,42.032160701639874,0.7490473389625549,0,0,0
185,69.2017024120929,41.26079375216885,0.2781779021024704,71.64720742602542,43.992518741082144,0.7365268468856812,0,0,0
186,68.85437829393763,41.07541248482164,0.26221837401390075,65.1984227638527,39.10474246782839,0.766760528087616,0,0,0
187,65.79741926161009,38.82479495679284,0.29196520149707794,65.68924655972411,39.767886693669446,0.7235110402107239,0,0,0
188,70.34810142836744,41.82972564472058,0.29122633934020997,71.21526096391777,43.36071360253118,0.8340957164764404,0,0,0
189,71.04868050735415,42.695772610807325,0.26056401133537294,79.60046425469443,48.326739967777286,1.0280617475509644,0,0,0
190,70.08767168882115,41.82284309966741,0.2918905675411224,81.35384560200664,49.13404365363358,1.1861215829849243,0,0,0
191,68.71046290364059,40.61571103198144,0.28178785741329193,81.92043104972291,49.25819424678932,1.1932085752487183,0,0,0
192,70.28808075260065,41.84981554100265,0.2927434056997299,76.1734088643951,46.25237603147907,1.0661745071411133,0,0,0
193,67.30105909372477,40.195151180790745,0.26741583943367003,69.78216923774606,42.280370364454825,0.9474756121635437,0,0,0
194,68.58629872613581,40.91353930073432,0.27595557272434235,68.81438267192412,41.787335220654455,0.8733354210853577,0,0,0
195,65.47151055344145,38.7413504182942,0.262685826420784,64.60990563741504,39.1230003108723,0.800036609172821,0,0,0
196,67.87347444310174,40.60397863909368,0.2690698891878128,64.51182799004876,38.85728618760225,0.8596628308296204,0,0,0
197,67.57891153970087,40.11254358975939,0.30106269121170043,69.90914750847419,42.17641053146499,0.9225119352340698,0,0,0
198,67.51409688024663,40.31592930836057,0.2748936891555786,75.05258734880337,45.36928108683404,0.9166076183319092,0,0,0
199,68.96005824005326,40.585437183691084,0.30209938883781434,76.45052689833284,46.54458011734185,0.9215468168258667,77.1758,42.49718303812627,0.7440567016601562
